EffectiveDate,IncludedQuantity,MeterCategory,MeterId,MeterName,MeterRates_0,MeterRates_100,MeterRates_1000,MeterRates_1000000,MeterRates_1000000000,MeterRates_10235,MeterRates_1024,MeterRates_10240,MeterRates_10240.0,MeterRates_102400,MeterRates_1024000,MeterRates_1048576,MeterRates_1048576.0,MeterRates_1140,MeterRates_1500,MeterRates_153595,MeterRates_153600,MeterRates_153600.0,MeterRates_16500,MeterRates_1766500,MeterRates_1980000,MeterRates_20,MeterRates_20000,MeterRates_200000,MeterRates_20480,MeterRates_2487.5,MeterRates_25,MeterRates_250,MeterRates_25600,MeterRates_266500,MeterRates_2999900,MeterRates_499000,MeterRates_499900,MeterRates_5,MeterRates_5.0,MeterRates_500,MeterRates_51195,MeterRates_511995,MeterRates_5120,MeterRates_51200,MeterRates_51200.0,MeterRates_512000,MeterRates_512000.0,MeterRates_5120000,MeterRates_5242880,MeterRates_5242880.0,MeterRates_5999900,MeterRates_6500,MeterRates_66500,MeterRates_87.5,MeterRates_90,MeterRates_95,MeterRates_950000,MeterRates_99000,MeterRates_995,MeterRates_9950000,MeterRates_9980000,MeterRates_99900,MeterRates_9999900,MeterRegion,MeterSubCategory,MeterTags_0,Unit
2014-12-01T00:00:00Z,0,Virtual Machines,d30fdaf3-0eef-4bd3-b557-8781746e22d6,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,A4 VM,None,Hours
2016-02-01T00:00:00Z,0,Cloud Services,b56a540f-d226-408a-ac76-6e6ec85bdb96,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,Standard_D5_v2 Cloud Services,None,Hours
2013-11-01T00:00:00Z,0,Virtual Machines,2005544f-659d-49c9-9094-8e0aea1be3a5,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US Central,A1 VM (Windows),None,Hours
2015-06-01T00:00:00Z,0,Data Services,a2326eb4-c9d5-465c-b40d-91937cb2537a,Basic DocumentDB Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,DocumentDB,None,Hours
2014-05-23T00:00:00Z,0,Business Analytics,94a9b997-b0ca-4055-b05f-4be3148d3ce7,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,A1 HDInsight,None,Hours
2015-10-01T00:00:00Z,0,Cloud Services,94b67630-61f2-465b-a0bd-c2fb8bdd1136,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,Standard_D2 Cloud Services,None,Hours
2015-06-01T00:00:00Z,0,Virtual Machines,c29bdbe6-a8d1-4001-8b41-7c93b98a011f,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_G5 VM (Windows),None,Hours
2014-02-11T00:00:00Z,0,Linux Support,15bbf8a2-3ed0-49e2-8e09-65063d9ed14e,Standard VM Support Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,M Canonical,Third Party,Hours
2014-10-01T00:00:00Z,0,Storage,daec6c53-0399-4985-a370-1f7f2c361492,Standard IO - Block Blob (GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,Zone Redundant,None,GB
2014-01-01T00:00:00Z,0,Linux Support,19018383-8b5b-45cf-8bca-d4146b124786,Basic VM Support Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,A5 SLES,Third Party,Hours
2015-09-01T00:00:00Z,0,Business Analytics,37bb912c-9d9c-485b-8e88-f0e57dc367cd,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,D1 HDInsight (Non-Windows),None,Hours
2015-01-01T00:00:00Z,0,Virtual Machines,6b974c36-56fa-41ab-b3ed-b8ca3d3ea33a,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,BASIC.A2 VM (Windows),None,Hours
2014-10-01T00:00:00Z,0,Virtual Machines,aae08c34-04ec-4746-9749-36b58cfa2eb8,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,A6 VM (Windows),None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,c118d699-ac19-4fbf-a15b-058be21e29a3,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU West,Standard_D13 VM (Windows),None,Hours
2014-05-01T00:00:00Z,0,Virtual Machines,3f353f1e-e470-4a17-8cb5-63c336fafa46,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,A5 VM,None,Hours
2015-07-01T00:00:00Z,0,Business Analytics,13b6f9ac-0250-4024-9b45-dff0ac955e0c,Data Movement On Premises,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Data Factory,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,21d8965b-6c10-4f7b-b091-87509f1ab7ef,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,Standard_D11_v2 VM (Windows),None,Hours
2013-12-01T00:00:00Z,0,Virtual Machines,41e1b0d2-1634-4e90-a79f-7faef1774ee9,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,A1 VM,None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,6cbf6bf0-2443-4a9f-9ed1-d63bef845d28,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,Standard_D1 VM (Windows),None,Hours
2015-07-01T00:00:00Z,0,Data Services,0fdede62-7f19-4b2a-941b-468037da8f9d,Premium P4 Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,SQL Database,None,Days
2014-10-01T00:00:00Z,0,Virtual Machines,ce15381d-a26a-4d39-80c4-5334868f675c,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,A11 VM (Windows),None,Hours
2015-09-01T00:00:00Z,0,Virtual Machines,8125b3ec-157f-4cfa-96a2-0f7a8fb05e38,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US North Central,A9 VM,None,Hours
2014-11-01T00:00:00Z,0,Data Services,345ad7b8-47cf-4fbc-9817-7863abd2af4c,Premium P6 Secondary Geo Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,SQL Database,None,Days
2014-04-01T00:00:00Z,0,Batch,e8db11cc-89b9-4061-b94e-eb7c18707e52,Memory Intensive Batch Instance Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Basic Batch,None,Hours
2015-08-01T00:00:00Z,0,Azure App Service,bad80588-600e-4e40-9dc1-af46266235e7,Premium Extra Large App Service Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,,None,Hours
2014-11-01T00:00:00Z,0,Storage,e72fdee3-6294-4d15-8c91-a0bf75fd8c8d,Premium Storage - Files (GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU West,Locally Redundant,None,GB
2016-02-01T00:00:00Z,0,Virtual Machines,75320b13-bb2d-4527-9a06-8b8ffccf5237,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_D14_v2 VM (Windows),None,Hours
2015-06-01T00:00:00Z,0,Virtual Machines,7277b7c5-2c80-4ea8-bd6d-a2e0d11aedee,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_G4 VM (Windows),None,Hours
2014-11-01T00:00:00Z,0,Data Services,940e92c1-bdae-44b5-807c-c1ab2d3a05b7,Premium P1 Secondary Active Geo Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,SQL Database,None,Days
2014-05-23T00:00:00Z,0,Media,dda4e4dd-7861-4cf5-9e68-a94bf4525d8d,Premium Origin Streamed Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Media Services,None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,cd16b940-42b4-4c0c-a68a-1cee7d98c278,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,Standard_D2 VM,None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,058535f3-e927-4143-9b39-4e9ec2bcc825,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,Standard_D11 VM,None,Hours
2015-10-01T00:00:00Z,0,Cloud Services,228d22b2-c814-473a-acfc-3f8644c950ff,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,Standard_D4 Cloud Services,None,Hours
2015-09-01T00:00:00Z,0,Cloud Services,7180c163-b174-4312-bafd-98af0b0f4c6b,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US West,A10 Cloud Services,None,Hours
2015-08-01T00:00:00Z,0,App Services,da02f8be-997c-44a8-bb21-deb811177a5a,Automation DSC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Automation,None,VM
2015-03-01T00:00:00Z,0,Virtual Machines,45082891-53c2-487a-989f-60cfca62080e,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Oracle Database Enterprise (1 core),Third Party,Hours
2014-12-01T00:00:00Z,0,Virtual Machines,d6e10a1e-f202-4ae1-bf9c-55c02fc3994a,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,A2 VM,None,Hours
2015-10-01T00:00:00Z,0,Cloud Services,37efc94d-87bb-4441-a90c-018de5a4adce,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,Standard_D2 Cloud Services,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,fac55353-c604-4165-957a-9806be61d53a,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,Standard_D14_v2 VM (Windows),None,Hours
2014-02-11T00:00:00Z,0,Linux Support,e43ed5d2-fb13-41f7-90e0-668e105987b1,Premium VM Support Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,XL Canonical,Third Party,Hours
2014-01-01T00:00:00Z,0,Linux Support,60b3ae9d-e77a-46b2-9cdf-92fa87407969,Premium VM Support Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,L SLES,Third Party,Hours
2016-02-01T00:00:00Z,0,Cloud Services,04f46858-e485-41a4-84a8-dbcb4f80f8c6,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,Standard_D3_v2 Cloud Services,None,Hours
2015-06-01T00:00:00Z,0,Business Analytics,c9dee6c3-b377-4125-ab03-34187dca32c0,Job Units,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,Data Lake Analytics,None,Units
2015-09-01T00:00:00Z,0,Virtual Machines,edc2da3b-3251-4f39-a114-f9792c29f288,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,A9 VM (Windows),None,Hours
2015-09-01T00:00:00Z,0,Business Analytics,7b8ac714-fe76-4b43-820c-7a95720d4deb,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,D13 HDInsight,None,Hours
2015-06-01T00:00:00Z,0,Cloud Services,19c6c2cc-5c6d-437b-a30b-261ab98c3496,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP Southeast,Standard_G2 Cloud Services,None,Hours
2015-09-01T00:00:00Z,0,Business Analytics,2a9b748d-198a-4bce-8802-0888060ec9f1,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,D4 HDInsight (Non-Windows),None,Hours
2015-11-01T00:00:00Z,0,CDN,d898ec8a-0795-4066-9199-effdb181a288,Premium CDN Data Transfer - S1 (GB),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Zone 4,,None,GB
2016-02-01T00:00:00Z,0,Cloud Services,5d281697-2039-4cfc-9a83-c8a67af384d3,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU Southeast,Standard_D11_v2 Cloud Services,None,Hours
2015-09-01T00:00:00Z,0,Virtual Machines,55a41eda-5924-486f-9e9d-2f8aae4cc812,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,A8 VM,None,Hours
2015-06-01T00:00:00Z,0,Data Services,0c11d1cd-655e-4369-b0fc-4cccf9a39816,S3 DocumentDB Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU North,DocumentDB,None,Hours
2014-11-01T00:00:00Z,0,Business Analytics,ca3f7ebb-0347-4494-9e90-e9b4f85d497e,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,A8 HDInsight,None,Hours
2014-11-01T00:00:00Z,0,Data Services,40f52f75-97ad-44f9-a842-239a2baf096b,Standard S0 Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,SQL Database,None,Days
2013-12-01T00:00:00Z,0,Cloud Services,5e415bc9-7936-445b-9215-306205de24d3,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US East,A1 Cloud Services,None,Hours
2015-03-01T00:00:00Z,0,Data Services,e4ad1fd5-6d02-4120-995e-54f773cff8f8,Standard Elastic Database Existence,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,SQL Database,None,Days
2014-05-01T00:00:00Z,0,Virtual Machines,e5549196-b976-4655-91d9-4877960536b4,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US North Central,A6 VM,None,Hours
2015-07-01T00:00:00Z,0,Data Services,e3e8ad1e-318a-4438-8a9d-2d7a03d09294,Premium P4 Database Days,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,SQL Database,None,Days
2015-09-01T00:00:00Z,0,Networking,21c04ef6-9fa3-42ad-898c-0dd240dca24c,Unlimited Data - 2 Gbps,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Zone 3,ExpressRoute,None,Connections
2016-02-01T00:00:00Z,0,Virtual Machines,28ffa039-bcad-4cbb-964e-fa8bd19aab5c,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA East,Standard_D5_v2 VM,None,Hours
2014-12-01T00:00:00Z,0,Virtual Machines,3a88905e-84ba-4cdc-8f84-be4b0f4ffd89,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,A4 VM (Windows),None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,159d10d0-844e-470c-906d-3b4a394f1049,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AU East,Standard_D2_v2 VM,None,Hours
2016-02-01T00:00:00Z,0,Virtual Machines,3b9240b0-4e45-4aec-a7d2-b87dfda3d0b0,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AP East,Standard_D3_v2 VM (Windows),None,Hours
2013-12-01T00:00:00Z,0,Cloud Services,84d6454d-0608-424f-aaaa-2bb3ef8c5729,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,JA West,A5 Cloud Services,None,Hours
2016-02-01T00:00:00Z,0,Cloud Services,9c757631-cc2a-4087-a522-ce951fffbe49,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,Standard_D2_v2 Cloud Services,None,Hours
2015-01-01T00:00:00Z,0,Virtual Machines,78a15035-8e38-47a4-bf17-bed40e6235b2,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,EU West,BASIC.A4 VM (Windows),None,Hours
2015-10-01T00:00:00Z,0,Virtual Machines,a634fbaf-539e-41e8-b961-4286a20d0aea,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BR South,Standard_D1 VM,None,Hours
2014-12-01T00:00:00Z,0,Cloud Services,c79010e0-54fd-43b9-9265-67f6a8f5293f,Compute Hours,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,US South Central,A2 Cloud Services,None,Hours
